"OrphaCode","Name","DisorderType","DisorderGroup","ICD10_Reference","ICD10_MappingRelation"
"2084","Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome","Malformation syndrome","Disorder","Q87.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"157965","SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome","Clinical subtype","Subtype of disorder","Q79.6","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2083","Prominent glabella-microcephaly-hypogenitalism syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2081","Cerebral gigantism-jaw cysts syndrome","Malformation syndrome","Disorder",NA,NA
"2051","Fraser-like syndrome","Malformation syndrome","Disorder",NA,NA
"2055","Growth deficiency-brachydactyly-dysmorphism syndrome","Malformation syndrome","Disorder",NA,NA
"1791","Frontofacionasal dysplasia","Malformation syndrome","Disorder","Q75.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1826","Frontometaphyseal dysplasia","Disease","Disorder","Q78.5","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2047","Flynn-Aird syndrome","Disease","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2048","Foix-Chavany-Marie syndrome","Malformation syndrome","Disorder","G12.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2050","Cole-Carpenter syndrome","Malformation syndrome","Disorder","Q78.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2060","Fukuda-Miyanomae-Nakata syndrome","Malformation syndrome","Disorder",NA,NA
"2063","Splenogonadal fusion-limb defects-micrognathia syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2064","Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome","Malformation syndrome","Disorder","Q87.5","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"250","Frontonasal dysplasia","Clinical group","Group of disorders",NA,NA
"2057","Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2059","Fryns syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2026","Gingival fibromatosis-hypertrichosis syndrome","Malformation syndrome","Disorder","L68.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2025","Gingival fibromatosis-facial dysmorphism syndrome","Malformation syndrome","Disorder","Q87.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2028","Juvenile hyaline fibromatosis","Clinical subtype","Subtype of disorder","M72.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2027","Gingival fibromatosis-progressive deafness syndrome","Malformation syndrome","Disorder","H90.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158796","OBSOLETE: Classic mast cell leukemia","Disease","Disorder",NA,NA
"2021","Fibrochondrogenesis","Disease","Disorder","Q77.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158799","OBSOLETE: Aleukemic mast cell leukemia","Disease","Disorder",NA,NA
"2019","Femur-fibula-ulna complex","Malformation syndrome","Disorder","Q74.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2024","Hereditary gingival fibromatosis","Malformation syndrome","Disorder","K06.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2022","Endocardial fibroelastosis","Disease","Disorder","I42.4","E (Exact mapping: the two concepts are equivalent)"
"2824","Paraplegia-intellectual disability-hyperkeratosis syndrome","Malformation syndrome","Disorder","G82.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2045","FLOTCH syndrome","Disease","Disorder","L60.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2044","Floating-Harbor syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2031","Hepatic fibrosis-renal cysts-intellectual disability syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2029","Multiple non-ossifying fibromatosis","Malformation syndrome","Disorder",NA,NA
"2042","OBSOLETE: Tracheo-esophageal fistula-hypospadias syndrome","Malformation syndrome","Disorder",NA,NA
"2036","Scalp-ear-nipple syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158769","Plaque-form urticaria pigmentosa","Clinical subtype","Subtype of disorder","Q82.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2006","Median cleft lip/mandible","Morphological anomaly","Disorder","Q36.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158766","Typical urticaria pigmentosa","Clinical subtype","Subtype of disorder","Q82.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2007","Alar cartilages hypoplasia-coloboma-telecanthus syndrome","Malformation syndrome","Disorder","Q75.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2003","Cleft lip/palate-deafness-sacral lipoma syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158687","Lethal acantholytic erosive disorder","Disease","Disorder","Q81.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158684","Epidermolysis bullosa simplex with pyloric atresia","Disease","Disorder","Q81.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2004","Laryngotracheoesophageal cleft","Morphological anomaly","Disorder","Q32.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2001","Cleft lip/palate-intestinal malrotation-cardiopathy syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158681","Epidermolysis bullosa simplex with circinate migratory erythema","Disease","Disorder","Q81.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158676","Localized dystrophic epidermolysis bullosa, nails only","Clinical subtype","Subtype of disorder","Q81.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158673","Localized dystrophic epidermolysis bullosa, acral form","Clinical subtype","Subtype of disorder","Q81.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158668","Ectodermal dysplasia-skin fragility syndrome","Disease","Disorder","Q81.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2016","Cleft palate-lateral synechia syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158793","OBSOLETE: Lymphoadenopathic mastocytosis with eosinophilia","Clinical subtype","Subtype of disorder",NA,NA
"2017","Sternal cleft","Morphological anomaly","Disorder","Q76.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2013","Cleft palate-large ears-small head syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2010","Cleft palate-stapes fixation-oligodontia syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158778","Isolated bone marrow mastocytosis","Disease","Disorder","D47.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158775","Smoldering systemic mastocytosis","Disease","Disorder","C96.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158772","Nodular urticaria pigmentosa","Clinical subtype","Subtype of disorder","Q82.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2008","Acrocardiofacial syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1987","Isolated femoral agenesis/hypoplasia","Morphological anomaly","Disorder","Q72.4","E (Exact mapping: the two concepts are equivalent)"
"1986","Gollop-Wolfgang complex","Malformation syndrome","Disorder","Q74.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1984","Fechtner syndrome","Clinical subtype","Subtype of disorder",NA,NA
"1980","Bilateral striopallidodentate calcinosis","Disease","Disorder","G23.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"158661","OBSOLETE: Suprabasal epidermolysis bullosa simplex","Category","Group of disorders",NA,NA
"158665","OBSOLETE: Basal epidermolysis bullosa simplex","Category","Group of disorders",NA,NA
"1997","Blepharo-cheilo-odontic syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1995","Cleft lip-retinopathy syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1993","Pai syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1988","Femoral-facial syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2348","Familial partial lipodystrophy, Dunnigan type","Disease","Disorder","E88.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247775","Mayer-Rokitansky-Küster-Hauser syndrome type 1","Clinical subtype","Subtype of disorder","Q51.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2351","Kousseff syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247768","Müllerian aplasia and hyperandrogenism","Malformation syndrome","Disorder","Q51.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2353","Schilbach-Rott syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247790","FTH1-related iron overload","Disease","Disorder","E83.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247798","MUTYH-related attenuated familial adenomatous polyposis","Clinical subtype","Subtype of disorder","D12.6","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2355","Kumar-Levick syndrome","Malformation syndrome","Disorder",NA,NA
"247794","Juvenile cataract-microcornea-renal glucosuria syndrome","Disease","Disorder","E88.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247815","Autosomal recessive ataxia due to PEX10 deficiency","Disease","Disorder","G11.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247806","APC-related attenuated familial adenomatous polyposis","Clinical subtype","Subtype of disorder","D12.6","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2363","Lacrimoauriculodentodigital syndrome","Malformation syndrome","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247691","Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations","Disease","Disorder","I77.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2340","Keratosis follicularis spinulosa decalvans","Disease","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247685","Odontohypophosphatasia","Clinical subtype","Subtype of disorder","E83.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2342","Haim-Munk syndrome","Disease","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247709","Multiple endocrine neoplasia type 2B","Clinical subtype","Subtype of disorder","D44.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247698","Multiple endocrine neoplasia type 2A","Clinical subtype","Subtype of disorder","D44.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247724","Idiopathic eosinophilic myositis","Disease","Disorder","M60.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247718","Inflammatory myopathy with abundant macrophages","Disease","Disorder","G72.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247765","X-linked cerebellar ataxia","Category","Group of disorders",NA,NA
"485","Kniest dysplasia","Disease","Disorder","Q77.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247762","Lipoblastoma","Disease","Disorder","D17.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2347","Lethal Kniest-like dysplasia","Malformation syndrome","Disorder","Q77.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"247585","Citrullinemia type II","Disease","Disorder","E72.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
